"gameid","gametype","blue","red","resultb","url","SPLIT_STRING(blue,',',1)","SPLIT_STRING(blue,',',2)","SPLIT_STRING(blue,',',3)","SPLIT_STRING(blue,',',4)","SPLIT_STRING(blue,',',5)","SPLIT_STRING(red,',',1)","SPLIT_STRING(red,',',2)","SPLIT_STRING(red,',',3)","SPLIT_STRING(red,',',4)","SPLIT_STRING(red,',',5)"
"3292193000","Normal","Zed,Draven,Akali,Blitzcrank,Graves","Leona,Akali,Jarvan IV,Zed,Ashe","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3292193000&summonerId=38521152&gameTime=1533132804","Zed","Draven","Akali","Blitzcrank","Graves","Leona","Akali","Jarvan IV","Zed","Ashe"
"3292858958","Normal","Ezreal,Akali,Vladimir,Nami,Rengar","Alistar,Pantheon,Yasuo,Akali,Poppy","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3292858958&summonerId=32104352&gameTime=1533205009","Ezreal","Akali","Vladimir","Nami","Rengar","Alistar","Pantheon","Yasuo","Akali","Poppy"
"3294175035","Normal","Jayce,Yasuo,Vayne,Morgana,Nocturne","Ashe,Rengar,Pantheon,Fiddlesticks,Akali","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3294175035&summonerId=1581640&gameTime=1533295204","Jayce","Yasuo","Vayne","Morgana","Nocturne","Ashe","Rengar","Pantheon","Fiddlesticks","Akali"
"3295108274","Normal","Zed,Fiddlesticks,Ezreal,LeBlanc,Gragas","Zyra,Kayn,Aatrox,Zoe,Akali","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3295108274&summonerId=1581640&gameTime=1533356757","Zed","Fiddlesticks","Ezreal","LeBlanc","Gragas","Zyra","Kayn","Aatrox","Zoe","Akali"
"3295605413","Normal","Miss Fortune,Dr. Mundo,Kennen,Lee Sin,Vladimir","Pyke,Amumu,Gragas,Darius,Malzahar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3295605413&summonerId=57671513&gameTime=1533382003","Miss Fortune","Dr. Mundo","Kennen","Lee Sin","Vladimir","Pyke","Amumu","Gragas","Darius","Malzahar"
"3296723382","Normal","Xayah,Garen,Hecarim,Cho'Gath,Soraka","Twisted Fate,Ezreal,Soraka,Kha'Zix,Darius","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3296723382&summonerId=5628391&gameTime=1533450933","Xayah","Garen","Hecarim","Cho'Gath","Soraka","Twisted Fate","Ezreal","Soraka","Kha'Zix","Darius"
"3296751345","Normal","Ezreal,Kai'Sa,Annie,Lee Sin,Galio","Shen,Yasuo,Evelynn,Ekko,Ezreal","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3296751345&summonerId=5628391&gameTime=1533453265","Ezreal","Kai'Sa","Annie","Lee Sin","Galio","Shen","Yasuo","Evelynn","Ekko","Ezreal"
"3296830541","Normal","Lux,Jax,Ahri,Zed,Yasuo","Thresh,Zed,Zac,Yasuo,Galio","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3296830541&summonerId=5628391&gameTime=1533456256","Lux","Jax","Ahri","Zed","Yasuo","Thresh","Zed","Zac","Yasuo","Galio"
"3296967209","Normal","Rek'Sai,Pyke,Fizz,Teemo,Caitlyn","Xerath,Varus,Sona,Akali,Nidalee","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3296967209&summonerId=2018809&gameTime=1533463322","Rek'Sai","Pyke","Fizz","Teemo","Caitlyn","Xerath","Varus","Sona","Akali","Nidalee"
"3296935277","Normal","Yasuo,Alistar,Teemo,Ezreal,Zac","Gangplank,Ezreal,Leona,Jhin,Sejuani","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3296935277&summonerId=2018809&gameTime=1533461716","Yasuo","Alistar","Teemo","Ezreal","Zac","Gangplank","Ezreal","Leona","Jhin","Sejuani"
"3296986304","Normal","Orianna,Lux,Xayah,Quinn,Kindred","Lee Sin,Ornn,Swain,Jayce,Jhin","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3296986304&summonerId=1475730&gameTime=1533464171","Orianna","Lux","Xayah","Quinn","Kindred","Lee Sin","Ornn","Swain","Jayce","Jhin"
"3296994188","Normal","Yasuo,Lee Sin,Soraka,Teemo,Zoe","Nocturne,Evelynn,Jhin,Nami,Vladimir","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3296994188&summonerId=2018809&gameTime=1533465511","Yasuo","Lee Sin","Soraka","Teemo","Zoe","Nocturne","Evelynn","Jhin","Nami","Vladimir"
"3298435302","Normal","Graves,Fizz,Blitzcrank,Jhin,Darius","Trundle,Gnar,Jinx,Galio,Lux","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3298435302&summonerId=73491290&gameTime=1533562043","Graves","Fizz","Blitzcrank","Jhin","Darius","Trundle","Gnar","Jinx","Galio","Lux"
"3298596522","Normal","Yasuo,Caitlyn,Jarvan IV,Pantheon,Akali","Jax,Vayne,Leona,Zoe,Quinn","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3298596522&summonerId=4341132&gameTime=1533568920","Yasuo","Caitlyn","Jarvan IV","Pantheon","Akali","Jax","Vayne","Leona","Zoe","Quinn"
"3298816477","Normal","Master Yi,Caitlyn,Udyr,Brand,Riven","Leona,Master Yi,Viktor,Ezreal,Akali","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3298816477&summonerId=1581640&gameTime=1533604537","Master Yi","Caitlyn","Udyr","Brand","Riven","Leona","Master Yi","Viktor","Ezreal","Akali"
"3299002653","Normal","Shaco,Ahri,Leona,Tristana,Nautilus","Miss Fortune,Nasus,Irelia,Zoe,Amumu","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3299002653&summonerId=9102669&gameTime=1533623611","Shaco","Ahri","Leona","Tristana","Nautilus","Miss Fortune","Nasus","Irelia","Zoe","Amumu"
"3298966928","Normal","Camille,Malzahar,Nidalee,Ezreal,Soraka","Miss Fortune,Kai'Sa,Akali,Rakan,Trundle","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3298966928&summonerId=9102669&gameTime=1533621182","Camille","Malzahar","Nidalee","Ezreal","Soraka","Miss Fortune","Kai'Sa","Akali","Rakan","Trundle"
"3299511228","Normal","Gangplank,Karma,Teemo,Jhin,Nocturne","Vel'Koz,Zed,Varus,Thresh,Kha'Zix","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3299511228&summonerId=8701183&gameTime=1533644823","Gangplank","Karma","Teemo","Jhin","Nocturne","Vel'Koz","Zed","Varus","Thresh","Kha'Zix"
"3299719340","Normal","Morgana,Nasus,Jarvan IV,Xayah,Miss Fortune","Gangplank,Vel'Koz,Twisted Fate,Gragas,Jinx","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3299719340&summonerId=5020278&gameTime=1533652940","Morgana","Nasus","Jarvan IV","Xayah","Miss Fortune","Gangplank","Vel'Koz","Twisted Fate","Gragas","Jinx"
"3299844573","Normal","Gragas,Lee Sin,LeBlanc,Yasuo,Varus","Yasuo,Teemo,Viktor,Ashe,Jarvan IV","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3299844573&summonerId=13761388&gameTime=1533657460","Gragas","Lee Sin","LeBlanc","Yasuo","Varus","Yasuo","Teemo","Viktor","Ashe","Jarvan IV"
"3299861895","Normal","Zoe,Rakan,Graves,Akali,Orianna","Teemo,Zilean,Ezreal,Vladimir,Twitch","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3299861895&summonerId=5020278&gameTime=1533656600","Zoe","Rakan","Graves","Akali","Orianna","Teemo","Zilean","Ezreal","Vladimir","Twitch"
"3299874384","Normal","LeBlanc,Gragas,Zyra,Rakan,Lee Sin","Vayne,Yorick,Vladimir,Pantheon,Master Yi","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3299874384&summonerId=13761388&gameTime=1533660228","LeBlanc","Gragas","Zyra","Rakan","Lee Sin","Vayne","Yorick","Vladimir","Pantheon","Master Yi"
"3300486135","Normal","Anivia,Pyke,Teemo,Kled,Jhin","Sivir,Zed,Evelynn,Lee Sin,Lucian","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3300486135&summonerId=12093089&gameTime=1533711277","Anivia","Pyke","Teemo","Kled","Jhin","Sivir","Zed","Evelynn","Lee Sin","Lucian"
"3301034255","Normal","Jax,Talon,Warwick,Lux,Ezreal","Teemo,Twisted Fate,Kha'Zix,Xayah,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3301034255&summonerId=8121303&gameTime=1533743101","Jax","Talon","Warwick","Lux","Ezreal","Teemo","Twisted Fate","Kha'Zix","Xayah","Rakan"
"3300846517","Normal","Trundle,Ezreal,Varus,Brand,Poppy","Poppy,Rakan,Yasuo,Xayah,Shaco","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3300846517&summonerId=5020278&gameTime=1533733394","Trundle","Ezreal","Varus","Brand","Poppy","Poppy","Rakan","Yasuo","Xayah","Shaco"
"3301049022","Normal","Ezreal,Soraka,Darius,Ekko,Amumu","Tahm Kench,Talon,Soraka,Warwick,Lucian","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3301049022&summonerId=8121303&gameTime=1533745617","Ezreal","Soraka","Darius","Ekko","Amumu","Tahm Kench","Talon","Soraka","Warwick","Lucian"
"3301074863","Normal","Yasuo,Dr. Mundo,Alistar,Shaco,Zed","Morgana,Gnar,Heimerdinger,Kindred,Xayah","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3301074863&summonerId=8121303&gameTime=1533747159","Yasuo","Dr. Mundo","Alistar","Shaco","Zed","Morgana","Gnar","Heimerdinger","Kindred","Xayah"
"3302271572","Normal","Yasuo,Thresh,Fizz,Caitlyn,Taliyah","Ezreal,Nami,Master Yi,Cho'Gath,Katarina","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3302271572&summonerId=5020278&gameTime=1533831842","Yasuo","Thresh","Fizz","Caitlyn","Taliyah","Ezreal","Nami","Master Yi","Cho'Gath","Katarina"
"3303309405","Normal","Pantheon,Zoe,Rakan,Xayah,Graves","Vladimir,Vel'Koz,Graves,Kled,Jinx","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3303309405&summonerId=17170984&gameTime=1533911048","Pantheon","Zoe","Rakan","Xayah","Graves","Vladimir","Vel'Koz","Graves","Kled","Jinx"
"3303289763","Normal","Zoe,Blitzcrank,Trundle,Gangplank,Jinx","Akali,Kindred,Twisted Fate,Braum,Miss Fortune","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3303289763&summonerId=17170984&gameTime=1533909592","Zoe","Blitzcrank","Trundle","Gangplank","Jinx","Akali","Kindred","Twisted Fate","Braum","Miss Fortune"
"3303970661","Normal","Blitzcrank,Nidalee,Zoe,LeBlanc,Quinn","Jayce,Camille,LeBlanc,Akali,Zyra","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3303970661&summonerId=25501539&gameTime=1533973895","Blitzcrank","Nidalee","Zoe","LeBlanc","Quinn","Jayce","Camille","LeBlanc","Akali","Zyra"
"3304762252","Normal","Nami,Caitlyn,Fizz,Trundle,Vi","Pantheon,Rumble,Kai'Sa,Cho'Gath,Pyke","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3304762252&summonerId=5020278&gameTime=1534000093","Nami","Caitlyn","Fizz","Trundle","Vi","Pantheon","Rumble","Kai'Sa","Cho'Gath","Pyke"
"3305050874","Normal","Master Yi,Garen,Fiora,Warwick,Ezreal","Miss Fortune,Zed,Ahri,Master Yi,Ezreal","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3305050874&summonerId=30330268&gameTime=1534040470","Master Yi","Garen","Fiora","Warwick","Ezreal","Miss Fortune","Zed","Ahri","Master Yi","Ezreal"
"3305653176","Normal","Corki,Taliyah,Blitzcrank,Gangplank,Lee Sin","Aatrox,Yasuo,Pyke,Graves,Annie","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3305653176&summonerId=45360718&gameTime=1534077542","Corki","Taliyah","Blitzcrank","Gangplank","Lee Sin","Aatrox","Yasuo","Pyke","Graves","Annie"
"3305747584","Normal","Shen,Alistar,Gragas,Vel'Koz,Varus","Zoe,Ezreal,Teemo,Graves,Zed","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3305747584&summonerId=13761388&gameTime=1534082747","Shen","Alistar","Gragas","Vel'Koz","Varus","Zoe","Ezreal","Teemo","Graves","Zed"
"3306759511","Normal","Ezreal,Morgana,Evelynn,Quinn,Azir","Yasuo,Sejuani,Zac,Pyke,Lucian","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3306759511&summonerId=59920678&gameTime=1534161925","Ezreal","Morgana","Evelynn","Quinn","Azir","Yasuo","Sejuani","Zac","Pyke","Lucian"
"3306912243","Normal","Akali,Trundle,Lux,Miss Fortune,Fizz","Jarvan IV,Vladimir,Alistar,Renekton,Ezreal","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3306912243&summonerId=5020278&gameTime=1534168360","Akali","Trundle","Lux","Miss Fortune","Fizz","Jarvan IV","Vladimir","Alistar","Renekton","Ezreal"
"3307223590","Normal","Miss Fortune,Yasuo,Ezreal,Gragas,Fizz","Karma,Nami,Pantheon,Caitlyn,Irelia","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3307223590&summonerId=12093089&gameTime=1534216313","Miss Fortune","Yasuo","Ezreal","Gragas","Fizz","Karma","Nami","Pantheon","Caitlyn","Irelia"
"3308480126","Normal","Rakan,Xayah,Gangplank,Jayce,Kindred","Twitch,Evelynn,Talon,Quinn,Nami","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3308480126&summonerId=12093089&gameTime=1534287137","Rakan","Xayah","Gangplank","Jayce","Kindred","Twitch","Evelynn","Talon","Quinn","Nami"
"3309160246","Normal","Jax,Yasuo,Sejuani,Xerath,Caitlyn","Nami,Riven,Zed,Kayn,Rumble","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3309160246&summonerId=59920678&gameTime=1534330006","Jax","Yasuo","Sejuani","Xerath","Caitlyn","Nami","Riven","Zed","Kayn","Rumble"
"3309113964","Normal","Ezreal,Talon,Zoe,Shen,Xin Zhao","Evelynn,Lucian,Twisted Fate,Nami,Yorick","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3309113964&summonerId=59920678&gameTime=1534328035","Ezreal","Talon","Zoe","Shen","Xin Zhao","Evelynn","Lucian","Twisted Fate","Nami","Yorick"
"3309186676","Normal","Soraka,Graves,LeBlanc,Kai'Sa,Renekton","Gangplank,Vladimir,Master Yi,Teemo,Ezreal","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3309186676&summonerId=59920678&gameTime=1534331604","Soraka","Graves","LeBlanc","Kai'Sa","Renekton","Gangplank","Vladimir","Master Yi","Teemo","Ezreal"
"3309221972","Normal","Yasuo,Gangplank,Anivia,Vel'Koz,Rek'Sai","Nocturne,Twisted Fate,Yasuo,Xayah,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3309221972&summonerId=59920678&gameTime=1534333525","Yasuo","Gangplank","Anivia","Vel'Koz","Rek'Sai","Nocturne","Twisted Fate","Yasuo","Xayah","Rakan"
"3309463476","Normal","Yasuo,Wukong,Zoe,Xin Zhao,Karma","Dr. Mundo,Vladimir,Ezreal,Lulu,Amumu","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3309463476&summonerId=5020278&gameTime=1534349847","Yasuo","Wukong","Zoe","Xin Zhao","Karma","Dr. Mundo","Vladimir","Ezreal","Lulu","Amumu"
"3310354102","Normal","Darius,Lee Sin,Tristana,Leona,Zed","Zoe,Ashe,Yasuo,Xayah,Wukong","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3310354102&summonerId=25121454&gameTime=1534425102","Darius","Lee Sin","Tristana","Leona","Zed","Zoe","Ashe","Yasuo","Xayah","Wukong"
"3310433386","Normal","Annie,Thresh,Vladimir,Jax,Kai'Sa","Caitlyn,Tryndamere,Yasuo,Evelynn,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3310433386&summonerId=25121454&gameTime=1534428003","Annie","Thresh","Vladimir","Jax","Kai'Sa","Caitlyn","Tryndamere","Yasuo","Evelynn","Rakan"
"3310898697","Normal","Yasuo,Lux,Aatrox,Kalista,Blitzcrank","Varus,Yasuo,Nunu & Willump,Gangplank,Lulu","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3310898697&summonerId=49300310&gameTime=1534496710","Yasuo","Lux","Aatrox","Kalista","Blitzcrank","Varus","Yasuo","Nunu & Willump","Gangplank","Lulu"
"3310963840","Normal","Varus,Garen,Cho'Gath,Lux,Rek'Sai","Zoe,Master Yi,Jinx,Dr. Mundo,Braum","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3310963840&summonerId=49300310&gameTime=1534499370","Varus","Garen","Cho'Gath","Lux","Rek'Sai","Zoe","Master Yi","Jinx","Dr. Mundo","Braum"
"3311633140","Normal","Caitlyn,Braum,Aatrox,Lee Sin,Varus","Nami,Vayne,Trundle,Twisted Fate,Shaco","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3311633140&summonerId=64420135&gameTime=1534520714","Caitlyn","Braum","Aatrox","Lee Sin","Varus","Nami","Vayne","Trundle","Twisted Fate","Shaco"
"3311689804","Normal","Malzahar,Miss Fortune,Leona,Master Yi,Fiora","Garen,Ezreal,Akali,Trundle,Leona","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3311689804&summonerId=13761388&gameTime=1534526098","Malzahar","Miss Fortune","Leona","Master Yi","Fiora","Garen","Ezreal","Akali","Trundle","Leona"
"3311743804","Normal","Xerath,Yasuo,Kog'Maw,Gragas,Gangplank","Fizz,Teemo,Vayne,Leona,Camille","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3311743804&summonerId=13761388&gameTime=1534528399","Xerath","Yasuo","Kog'Maw","Gragas","Gangplank","Fizz","Teemo","Vayne","Leona","Camille"
"3311853012","Normal","Singed,Xayah,Rakan,Yasuo,Olaf","Nautilus,Yasuo,Kai'Sa,Lee Sin,Blitzcrank","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3311853012&summonerId=17053173&gameTime=1534548847","Singed","Xayah","Rakan","Yasuo","Olaf","Nautilus","Yasuo","Kai'Sa","Lee Sin","Blitzcrank"
"3312237104","Normal","Twitch,Swain,Gangplank,Lulu,Hecarim","Twitch,Vladimir,Morgana,Camille,Xerath","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3312237104&summonerId=2018809&gameTime=1534583957","Twitch","Swain","Gangplank","Lulu","Hecarim","Twitch","Vladimir","Morgana","Camille","Xerath"
"3312294843","Normal","LeBlanc,Aatrox,Jax,Orianna,Yasuo","Nocturne,Vladimir,Lux,Ezreal,Yasuo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3312294843&summonerId=2018809&gameTime=1534586075","LeBlanc","Aatrox","Jax","Orianna","Yasuo","Nocturne","Vladimir","Lux","Ezreal","Yasuo"
"3312199345","Normal","Caitlyn,Darius,Malphite,Gragas,Udyr","Yasuo,Vladimir,Alistar,Miss Fortune,Zac","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3312199345&summonerId=2018809&gameTime=1534581756","Caitlyn","Darius","Malphite","Gragas","Udyr","Yasuo","Vladimir","Alistar","Miss Fortune","Zac"
"3312821206","Normal","Akali,Kog'Maw,Sion,Kennen,Trundle","Akali,Malphite,Gangplank,Jhin,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3312821206&summonerId=2111031&gameTime=1534599721","Akali","Kog'Maw","Sion","Kennen","Trundle","Akali","Malphite","Gangplank","Jhin","Rakan"
"3312965673","Normal","Ryze,Master Yi,Jinx,Shen,Fiddlesticks","Ahri,Lee Sin,Morgana,Gangplank,Jhin","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3312965673&summonerId=25121454&gameTime=1534605201","Ryze","Master Yi","Jinx","Shen","Fiddlesticks","Ahri","Lee Sin","Morgana","Gangplank","Jhin"
"3312967883","Normal","Yasuo,Sejuani,Draven,Brand,Sion","Shen,Syndra,Blitzcrank,Kai'Sa,Evelynn","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3312967883&summonerId=4122420&gameTime=1534606139","Yasuo","Sejuani","Draven","Brand","Sion","Shen","Syndra","Blitzcrank","Kai'Sa","Evelynn"
"3313025088","Normal","Brand,Xin Zhao,Miss Fortune,Kassadin,Xerath","Yasuo,LeBlanc,Cho'Gath,Pyke,Miss Fortune","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3313025088&summonerId=1232092&gameTime=1534609756","Brand","Xin Zhao","Miss Fortune","Kassadin","Xerath","Yasuo","LeBlanc","Cho'Gath","Pyke","Miss Fortune"
"3313039704","Normal","Pyke,Master Yi,Darius,Ezreal,Camille","Ziggs,Nocturne,Jhin,Nasus,Zyra","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3313039704&summonerId=1232092&gameTime=1534612093","Pyke","Master Yi","Darius","Ezreal","Camille","Ziggs","Nocturne","Jhin","Nasus","Zyra"
"3313105086","Normal","Malphite,Camille,Zed,Ezreal,Xerath","Ziggs,Lee Sin,Jinx,Nasus,Brand","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3313105086&summonerId=1232092&gameTime=1534613430","Malphite","Camille","Zed","Ezreal","Xerath","Ziggs","Lee Sin","Jinx","Nasus","Brand"
"3313142681","Normal","Tryndamere,Akali,Lulu,Twitch,Jinx","Darius,Miss Fortune,Karma,Yasuo,Nidalee","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3313142681&summonerId=11936903&gameTime=1534616562","Tryndamere","Akali","Lulu","Twitch","Jinx","Darius","Miss Fortune","Karma","Yasuo","Nidalee"
"3313309433","Normal","Kayn,Ashe,Renekton,Soraka,Ahri","Zed,Swain,Master Yi,Alistar,Jhin","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3313309433&summonerId=42112736&gameTime=1534650783","Kayn","Ashe","Renekton","Soraka","Ahri","Zed","Swain","Master Yi","Alistar","Jhin"
"3313360639","Normal","Ahri,Yasuo,Alistar,Evelynn,Varus","Lux,Yasuo,Zed,Master Yi,Ezreal","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3313360639&summonerId=42112736&gameTime=1534652121","Ahri","Yasuo","Alistar","Evelynn","Varus","Lux","Yasuo","Zed","Master Yi","Ezreal"
"3313433893","Normal","Yasuo,Jhin,Lux,Ziggs,Lee Sin","Jax,Ahri,Alistar,Ashe,Master Yi","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3313433893&summonerId=42112736&gameTime=1534659671","Yasuo","Jhin","Lux","Ziggs","Lee Sin","Jax","Ahri","Alistar","Ashe","Master Yi"
"3314844863","Normal","Lissandra,Shen,Akali,Sejuani,Ezreal","Caitlyn,Bard,Fiddlesticks,Evelynn,Teemo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3314844863&summonerId=35741779&gameTime=1534762004","Lissandra","Shen","Akali","Sejuani","Ezreal","Caitlyn","Bard","Fiddlesticks","Evelynn","Teemo"
"3315387882","Normal","Master Yi,Kai'Sa,Blitzcrank,Nasus,Pantheon","Talon,Kai'Sa,Lee Sin,Lux,Gnar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3315387882&summonerId=9746315&gameTime=1534834585","Master Yi","Kai'Sa","Blitzcrank","Nasus","Pantheon","Talon","Kai'Sa","Lee Sin","Lux","Gnar"
"3316209093","Normal","Ezreal,Camille,Yasuo,Malzahar,Rakan","Aatrox,Karthus,Blitzcrank,Master Yi,Vayne","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3316209093&summonerId=8338305&gameTime=1534876038","Ezreal","Camille","Yasuo","Malzahar","Rakan","Aatrox","Karthus","Blitzcrank","Master Yi","Vayne"
"3316826586","Normal","Lucian,Blitzcrank,Fiddlesticks,Urgot,Xerath","Darius,Zed,Xerath,Kai'Sa,Volibear","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3316826586&summonerId=4122420&gameTime=1534928899","Lucian","Blitzcrank","Fiddlesticks","Urgot","Xerath","Darius","Zed","Xerath","Kai'Sa","Volibear"
"3317594057","Normal","Xin Zhao,Akali,Blitzcrank,Yasuo,Ashe","Aatrox,Yasuo,Ezreal,Galio,Lucian","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3317594057&summonerId=63090510&gameTime=1535011786","Xin Zhao","Akali","Blitzcrank","Yasuo","Ashe","Aatrox","Yasuo","Ezreal","Galio","Lucian"
